gameid,startTime,endTime,homeTeam,homeShots,awayTeam,awayShots
2017020100,"2017-10-20T03:07:15Z","2017-10-20T03:15:43Z","CHI",3,"EDM",5
2017020106,"2017-10-21T02:10:07Z","2017-10-21T02:14:18Z","DET",1,"WSH",2
2017020112,"2017-10-22T01:45:39Z","2017-10-22T01:52:01Z","BOS",0,"BUF",6
2017020121,"2017-10-22T05:17:27Z","2017-10-22T05:26:08Z","VGK",3,"STL",5
2017020128,"2017-10-25T01:31:39Z","2017-10-25T01:34:24Z","PIT",3,"EDM",1
2017020131,"2017-10-25T02:09:24Z","2017-10-25T02:19:17Z","OTT",2,"LAK",2
2017020132,"2017-10-25T02:49:56Z","2017-10-25T02:56:29Z","NSH",4,"CGY",2
2017020141,"2017-10-27T01:39:49Z","2017-10-27T01:42:35Z","PIT",1,"WPG",0
2017020150,"2017-10-28T01:41:21Z","2017-10-28T01:47:47Z","NJD",2,"OTT",2
2017020151,"2017-10-28T01:40:59Z","2017-10-28T01:44:29Z","CBJ",2,"WPG",2
2017020156,"2017-10-29T01:41:20Z","2017-10-29T01:54:11Z","BOS",4,"LAK",4
2017020160,"2017-10-29T01:56:39Z","2017-10-29T02:02:54Z","FLA",2,"DET",6
2017020167,"2017-10-29T23:31:50Z","2017-10-29T23:39:39Z","CAR",9,"ANA",1
2017020171,"2017-10-31T01:44:05Z","2017-10-31T01:52:19Z","PHI",1,"ARI",5
2017020172,"2017-10-31T01:38:24Z","2017-10-31T01:44:19Z","CBJ",2,"BOS",3
2017020176,"2017-10-31T04:39:06Z","2017-10-31T04:42:37Z","VAN",1,"DAL",3
2017020189,"2017-11-03T02:23:43Z","2017-11-03T02:26:01Z","TBL",0,"NYR",1
2017020195,"2017-11-03T03:36:47Z","2017-11-03T03:40:28Z","CGY",1,"PIT",3
2017020202,"2017-11-05T02:48:47Z","2017-11-05T02:58:14Z","TBL",4,"CBJ",2
2017020203,"2017-11-05T02:46:53Z","2017-11-05T02:48:31Z","FLA",0,"NYR",1
2017020204,"2017-11-05T02:39:01Z","2017-11-05T02:46:54Z","PHI",6,"COL",5
2017020206,"2017-11-05T01:48:25Z","2017-11-05T01:54:06Z","WPG",3,"MTL",4
2017020211,"2017-11-05T05:23:57Z","2017-11-05T05:29:53Z","LAK",2,"NSH",3
2017020212,"2017-11-05T05:04:14Z","2017-11-05T05:10:29Z","SJS",4,"ANA",0
2017020216,"2017-11-06T04:45:31Z","2017-11-06T04:52:42Z","CGY",2,"NJD",2
2017020218,"2017-11-07T02:38:34Z","2017-11-07T02:46:02Z","TOR",2,"VGK",5
2017020220,"2017-11-07T02:40:29Z","2017-11-07T02:47:49Z","WSH",3,"ARI",2
2017020225,"2017-11-08T02:34:27Z","2017-11-08T02:35:45Z","NYI",0,"EDM",1
2017020231,"2017-11-08T05:53:49Z","2017-11-08T06:00:40Z","ANA",1,"LAK",5
2017020235,"2017-11-10T02:39:28Z","2017-11-10T02:47:34Z","NJD",3,"EDM",6
2017020238,"2017-11-10T03:37:36Z","2017-11-10T03:44:47Z","STL",7,"ARI",4
2017020243,"2017-11-11T02:56:11Z","2017-11-11T03:15:23Z","TOR",1,"BOS",1
2017020247,"2017-11-11T05:48:43Z","2017-11-11T05:50:01Z","COL",0,"OTT",1
2017020251,"2017-11-12T02:43:19Z","2017-11-12T02:48:43Z","MTL",3,"BUF",0
2017020253,"2017-11-12T02:26:40Z","2017-11-12T02:34:10Z","DET",3,"CBJ",2
2017020256,"2017-11-12T02:30:07Z","2017-11-12T02:32:37Z","CAR",2,"CHI",1
2017020258,"2017-11-12T03:44:25Z","2017-11-12T03:53:15Z","NSH",1,"PIT",2
2017020261,"2017-11-13T02:36:15Z","2017-11-13T02:44:18Z","WSH",0,"EDM",1
2017020267,"2017-11-15T02:46:37Z","2017-11-15T02:47:58Z","PIT",1,"BUF",0
2017020268,"2017-11-15T03:07:26Z","2017-11-15T03:08:50Z","MTL",0,"CBJ",1
2017020269,"2017-11-15T03:11:26Z","2017-11-15T03:18:22Z","FLA",0,"DAL",4
2017020278,"2017-11-17T02:36:36Z","2017-11-17T02:48:49Z","TOR",2,"NJD",8
2017020284,"2017-11-17T03:46:25Z","2017-11-17T03:57:25Z","WPG",3,"PHI",2
2017020292,"2017-11-18T20:38:47Z","2017-11-18T20:40:54Z","PHI",0,"CGY",1
2017020293,"2017-11-18T21:33:38Z","2017-11-18T21:36:07Z","OTT",1,"ARI",1
2017020303,"2017-11-19T05:36:41Z","2017-11-19T05:40:01Z","VAN",0,"STL",3
2017020306,"2017-11-20T01:43:08Z","2017-11-20T01:47:30Z","DET",0,"COL",2
2017020314,"2017-11-21T03:48:22Z","2017-11-21T03:49:53Z","MIN",0,"NJD",1
2017020315,"2017-11-21T06:11:06Z","2017-11-21T06:17:17Z","SJS",3,"ANA",0
2017020321,"2017-11-23T02:47:03Z","2017-11-23T02:54:13Z","FLA",4,"TOR",2
2017020322,"2017-11-23T02:39:22Z","2017-11-23T02:47:21Z","NJD",3,"BOS",2
2017020323,"2017-11-23T02:46:24Z","2017-11-23T02:47:13Z","NYI",2,"PHI",0
2017020327,"2017-11-23T02:29:33Z","2017-11-23T02:32:10Z","CBJ",2,"CGY",2
2017020328,"2017-11-23T03:09:15Z","2017-11-23T03:16:16Z","TBL",4,"CHI",2
2017020329,"2017-11-23T03:48:31Z","2017-11-23T03:55:11Z","NSH",3,"MTL",1
2017020335,"2017-11-24T23:38:44Z","2017-11-24T23:43:20Z","PHI",1,"NYI",3
2017020336,"2017-11-24T23:30:12Z","2017-11-24T23:37:11Z","MIN",6,"COL",0
2017020341,"2017-11-25T02:47:35Z","2017-11-25T02:49:25Z","NYR",1,"DET",0
2017020346,"2017-11-25T04:38:15Z","2017-11-25T04:41:08Z","ARI",4,"LAK",0
2017020347,"2017-11-25T01:41:01Z","2017-11-25T01:48:01Z","VGK",2,"SJS",0
2017020351,"2017-11-26T02:41:12Z","2017-11-26T03:00:24Z","DET",0,"NJD",3
2017020358,"2017-11-26T06:16:42Z","2017-11-26T06:25:59Z","LAK",2,"ANA",1
2017020359,"2017-11-26T20:40:02Z","2017-11-26T20:50:34Z","CAR",0,"NSH",1
2017020360,"2017-11-26T21:32:07Z","2017-11-26T21:37:59Z","NYR",0,"VAN",3
2017020363,"2017-11-28T02:49:58Z","2017-11-28T02:53:01Z","PIT",2,"PHI",0
2017020371,"2017-11-29T02:27:01Z","2017-11-29T02:33:33Z","CBJ",5,"CAR",2
2017020375,"2017-11-29T04:43:15Z","2017-11-29T04:52:57Z","EDM",1,"ARI",4
2017020380,"2017-11-30T05:07:03Z","2017-11-30T05:12:39Z","COL",1,"WPG",0
2017020385,"2017-12-01T04:11:45Z","2017-12-01T04:12:48Z","CHI",0,"DAL",1
2017020397,"2017-12-03T01:36:47Z","2017-12-03T01:38:21Z","MIN",1,"STL",1
2017020403,"2017-12-03T02:54:05Z","2017-12-03T02:59:35Z","CAR",7,"FLA",1
2017020404,"2017-12-03T03:47:13Z","2017-12-03T03:55:53Z","NSH",1,"ANA",2
2017020406,"2017-12-03T04:35:37Z","2017-12-03T04:44:06Z","DAL",4,"CHI",2
2017020411,"2017-12-04T03:43:35Z","2017-12-04T03:50:07Z","VGK",6,"ARI",1
2017020413,"2017-12-05T03:15:46Z","2017-12-05T03:22:13Z","FLA",3,"NYI",2
2017020424,"2017-12-06T05:37:53Z","2017-12-06T05:49:12Z","VGK",7,"ANA",4
2017020426,"2017-12-07T03:21:16Z","2017-12-07T03:30:54Z","TOR",1,"CGY",5
2017020431,"2017-12-08T02:35:30Z","2017-12-08T02:40:09Z","PIT",3,"NYI",1
2017020432,"2017-12-08T03:11:13Z","2017-12-08T03:12:52Z","MTL",1,"CGY",2
2017020437,"2017-12-08T06:13:50Z","2017-12-08T06:15:36Z","LAK",1,"OTT",0
2017020438,"2017-12-08T05:58:47Z","2017-12-08T05:59:31Z","SJS",1,"CAR",0
2017020441,"2017-12-09T03:49:57Z","2017-12-09T03:57:13Z","NSH",4,"VGK",4
2017020442,"2017-12-09T04:04:26Z","2017-12-09T04:14:24Z","CHI",8,"BUF",6
2017020443,"2017-12-09T05:28:30Z","2017-12-09T05:33:13Z","ANA",1,"MIN",4
2017020447,"2017-12-10T02:45:21Z","2017-12-10T02:47:16Z","TBL",2,"WPG",0
2017020455,"2017-12-10T06:03:16Z","2017-12-10T06:09:06Z","LAK",2,"CAR",2
2017020459,"2017-12-11T04:39:57Z","2017-12-11T04:44:35Z","SJS",1,"MIN",2
2017020461,"2017-12-12T02:32:52Z","2017-12-12T02:39:30Z","NYR",6,"DAL",4
2017020472,"2017-12-13T03:30:26Z","2017-12-13T03:37:03Z","MIN",1,"CGY",3
2017020473,"2017-12-13T04:13:53Z","2017-12-13T04:16:59Z","CHI",2,"FLA",3
2017020474,"2017-12-13T05:36:45Z","2017-12-13T05:44:34Z","VGK",1,"CAR",2
2017020477,"2017-12-14T03:42:19Z","2017-12-14T03:44:11Z","DET",0,"BOS",1
2017020482,"2017-12-15T03:04:53Z","2017-12-15T03:07:45Z","MTL",2,"NJD",1
2017020491,"2017-12-16T02:41:40Z","2017-12-16T02:45:32Z","BUF",2,"CAR",3
2017020495,"2017-12-16T05:31:24Z","2017-12-16T05:37:37Z","VAN",2,"SJS",1
2017020497,"2017-12-17T00:42:48Z","2017-12-17T00:46:57Z","BOS",1,"NYR",2
2017020499,"2017-12-17T02:45:15Z","2017-12-17T02:48:28Z","NYI",1,"LAK",1
2017020500,"2017-12-17T02:39:38Z","2017-12-17T02:46:49Z","PHI",4,"DAL",4
2017020502,"2017-12-17T03:28:55Z","2017-12-17T03:33:04Z","WSH",1,"ANA",2
2017020522,"2017-12-20T04:08:37Z","2017-12-20T04:11:41Z","DAL",1,"WSH",2
2017020529,"2017-12-22T02:35:30Z","2017-12-22T02:43:17Z","BOS",4,"WPG",6
2017020530,"2017-12-22T02:35:01Z","2017-12-22T02:46:14Z","NJD",2,"NYR",4
2017020531,"2017-12-22T02:47:29Z","2017-12-22T02:55:42Z","NYI",2,"ANA",1
2017020532,"2017-12-22T02:49:08Z","2017-12-22T02:56:35Z","PIT",1,"CBJ",5
2017020533,"2017-12-22T03:07:16Z","2017-12-22T03:17:11Z","TBL",5,"OTT",0
2017020537,"2017-12-22T06:14:18Z","2017-12-22T06:16:39Z","LAK",2,"COL",0
2017020538,"2017-12-22T06:10:07Z","2017-12-22T06:12:09Z","SJS",1,"VAN",2
2017020542,"2017-12-23T04:28:28Z","2017-12-23T04:34:37Z","ARI",6,"WSH",1
2017020551,"2017-12-24T02:38:38Z","2017-12-24T02:46:59Z","CBJ",1,"PHI",4
2017020553,"2017-12-24T03:44:23Z","2017-12-24T03:54:36Z","DAL",1,"NSH",5
2017020560,"2017-12-28T02:35:22Z","2017-12-28T02:36:50Z","NYI",1,"BUF",1
2017020561,"2017-12-28T03:34:11Z","2017-12-28T03:42:07Z","NYR",1,"WSH",3
2017020562,"2017-12-28T02:37:48Z","2017-12-28T02:51:16Z","PIT",2,"CBJ",2
2017020569,"2017-12-29T03:14:02Z","2017-12-29T03:22:11Z","WSH",2,"BOS",3
2017020574,"2017-12-29T05:47:19Z","2017-12-29T05:51:50Z","LAK",5,"VGK",3
2017020575,"2017-12-29T06:02:54Z","2017-12-29T06:08:52Z","SJS",1,"CGY",4
2017020576,"2017-12-30T02:37:39Z","2017-12-30T02:42:51Z","NJD",2,"BUF",3
2017020578,"2017-12-30T03:15:48Z","2017-12-30T03:25:29Z","DET",4,"NYR",3
2017020584,"2017-12-30T04:39:45Z","2017-12-30T04:44:55Z","COL",4,"TOR",1
2017020585,"2017-12-30T04:36:55Z","2017-12-30T04:38:10Z","EDM",0,"CHI",1
2017020599,"2018-01-01T04:42:29Z","2018-01-01T04:44:42Z","CGY",2,"CHI",0
2017020601,"2018-01-01T21:02:24Z","2018-01-01T21:07:51Z","BUF",1,"NYR",4
2017020605,"2018-01-03T02:33:05Z","2018-01-03T02:36:13Z","CAR",1,"WSH",1
2017020607,"2018-01-03T03:48:04Z","2018-01-03T03:57:05Z","STL",3,"NJD",5
2017020610,"2018-01-03T04:40:03Z","2018-01-03T04:47:59Z","COL",5,"WPG",5
2017020614,"2018-01-04T03:16:15Z","2018-01-04T03:17:38Z","DET",1,"OTT",0
2017020617,"2018-01-05T02:42:12Z","2018-01-05T02:50:53Z","TOR",0,"SJS",3
2017020620,"2018-01-05T03:05:01Z","2018-01-05T03:11:47Z","MTL",2,"TBL",5
2017020626,"2018-01-05T04:37:23Z","2018-01-05T04:46:37Z","EDM",2,"ANA",4
2017020627,"2018-01-05T04:29:27Z","2018-01-05T04:37:58Z","ARI",3,"NSH",1
2017020629,"2018-01-06T03:17:06Z","2018-01-06T03:18:11Z","OTT",1,"SJS",0
2017020637,"2018-01-07T02:58:19Z","2018-01-07T03:09:23Z","TOR",5,"VAN",2
2017020642,"2018-01-07T20:47:45Z","2018-01-07T20:58:45Z","NYI",4,"NJD",0
2017020644,"2018-01-07T22:39:15Z","2018-01-07T22:45:55Z","WSH",1,"STL",2
2017020647,"2018-01-08T00:43:05Z","2018-01-08T00:52:02Z","CBJ",4,"FLA",5
2017020650,"2018-01-08T03:10:51Z","2018-01-08T03:16:24Z","PIT",1,"BOS",0
2017020652,"2018-01-09T02:31:22Z","2018-01-09T02:37:00Z","TOR",2,"CBJ",4
2017020659,"2018-01-10T03:46:10Z","2018-01-10T03:51:16Z","MIN",2,"CGY",2
2017020672,"2018-01-14T03:00:38Z","2018-01-14T03:08:36Z","MTL",5,"BOS",3
2017020676,"2018-01-14T05:38:14Z","2018-01-14T05:40:42Z","VGK",0,"EDM",1
2017020678,"2018-01-14T06:10:00Z","2018-01-14T06:15:26Z","SJS",4,"ARI",0
2017020682,"2018-01-15T03:33:28Z","2018-01-15T03:37:17Z","MIN",2,"VAN",2
2017020683,"2018-01-15T20:42:58Z","2018-01-15T20:48:50Z","BOS",0,"DAL",2
2017020686,"2018-01-16T03:23:13Z","2018-01-16T03:26:53Z","MTL",2,"NYI",4
2017020687,"2018-01-17T02:38:33Z","2018-01-17T02:41:41Z","TOR",2,"STL",2
2017020692,"2018-01-17T04:28:47Z","2018-01-17T04:36:45Z","ARI",4,"SJS",1
2017020695,"2018-01-19T02:38:36Z","2018-01-19T02:40:04Z","NJD",1,"WSH",0
2017020698,"2018-01-19T03:40:01Z","2018-01-19T03:41:33Z","PHI",1,"TOR",1
2017020699,"2018-01-19T02:40:19Z","2018-01-19T02:48:56Z","CBJ",1,"DAL",4
2017020702,"2018-01-19T03:45:18Z","2018-01-19T03:52:59Z","NSH",3,"ARI",1
2017020705,"2018-01-20T03:20:18Z","2018-01-20T03:21:59Z","FLA",2,"VGK",0
2017020711,"2018-01-20T22:44:01Z","2018-01-20T22:49:53Z","CGY",3,"WPG",2
2017020721,"2018-01-21T20:02:43Z","2018-01-21T20:05:01Z","WSH",0,"PHI",1
2017020730,"2018-01-23T04:38:13Z","2018-01-23T04:43:08Z","CGY",0,"BUF",2
2017020731,"2018-01-23T04:28:59Z","2018-01-23T04:32:13Z","ARI",2,"NYI",3
2017020735,"2018-01-24T03:06:39Z","2018-01-24T03:10:23Z","DET",0,"PHI",1
2017020737,"2018-01-24T03:46:50Z","2018-01-24T03:49:55Z","NSH",2,"TBL",3
2017020743,"2018-01-24T06:02:46Z","2018-01-24T06:03:53Z","SJS",0,"WPG",1
2017020744,"2018-01-25T03:49:16Z","2018-01-25T04:47:34Z","CHI",0,"TOR",1
2017020745,"2018-01-25T05:40:03Z","2018-01-25T05:46:59Z","CGY",0,"LAK",4
2017020755,"2018-01-26T04:46:16Z","2018-01-26T05:00:01Z","EDM",3,"CGY",6
2017020759,"2018-01-26T05:43:12Z","2018-01-26T05:49:49Z","ANA",6,"WPG",0
2017020766,"2018-01-31T02:40:54Z","2018-01-31T02:47:49Z","CBJ",4,"MIN",3
2017020772,"2018-01-31T05:32:39Z","2018-01-31T05:34:07Z","VAN",1,"COL",0
2017020774,"2018-02-01T03:37:54Z","2018-02-01T03:45:58Z","DET",7,"SJS",0
2017020783,"2018-02-02T03:41:48Z","2018-02-02T03:48:11Z","WPG",3,"VGK",4
2017020785,"2018-02-02T04:38:15Z","2018-02-02T04:41:09Z","EDM",0,"COL",3
2017020793,"2018-02-03T20:45:51Z","2018-02-03T20:52:04Z","PHI",0,"OTT",3
2017020802,"2018-02-04T05:38:29Z","2018-02-04T05:41:03Z","CGY",1,"CHI",1
2017020809,"2018-02-06T02:37:26Z","2018-02-06T02:43:41Z","NYI",1,"NSH",4
2017020812,"2018-02-07T02:43:47Z","2018-02-07T02:45:43Z","BUF",0,"ANA",1
2017020814,"2018-02-07T02:25:46Z","2018-02-07T02:33:16Z","CAR",6,"PHI",2
2017020823,"2018-02-08T03:14:05Z","2018-02-08T03:22:44Z","TOR",4,"NSH",3
2017020829,"2018-02-09T03:01:46Z","2018-02-09T03:06:08Z","OTT",4,"NSH",3
2017020832,"2018-02-09T03:39:01Z","2018-02-09T03:43:37Z","MIN",3,"ARI",2
2017020835,"2018-02-10T02:38:41Z","2018-02-10T02:51:46Z","NYI",2,"DET",1
2017020841,"2018-02-10T04:07:00Z","2018-02-10T04:15:27Z","DAL",5,"PIT",2
2017020845,"2018-02-11T02:51:57Z","2018-02-11T02:57:47Z","MTL",10,"NSH",2
2017020850,"2018-02-11T03:37:41Z","2018-02-11T03:46:11Z","ARI",1,"PHI",1
2017020852,"2018-02-11T22:34:26Z","2018-02-11T22:38:35Z","WSH",2,"DET",1
2017020860,"2018-02-12T03:42:59Z","2018-02-12T03:50:08Z","ANA",3,"SJS",3
2017020867,"2018-02-14T02:45:56Z","2018-02-14T02:54:46Z","PHI",2,"NJD",3
2017020871,"2018-02-14T03:46:24Z","2018-02-14T03:48:55Z","NSH",2,"STL",1
2017020873,"2018-02-14T03:37:28Z","2018-02-14T03:42:08Z","WPG",2,"WSH",1
2017020882,"2018-02-16T03:09:40Z","2018-02-16T03:12:46Z","OTT",1,"BUF",0
2017020890,"2018-02-17T02:31:54Z","2018-02-17T02:34:37Z","CBJ",1,"PHI",2
2017020896,"2018-02-17T21:40:35Z","2018-02-17T21:46:20Z","MIN",3,"ANA",1
2017020907,"2018-02-19T00:35:18Z","2018-02-19T00:41:44Z","CAR",1,"NJD",3
2017020914,"2018-02-19T23:35:51Z","2018-02-19T23:42:04Z","CGY",5,"BOS",2
2017020920,"2018-02-21T02:32:19Z","2018-02-21T02:34:55Z","PHI",3,"MTL",0
2017020926,"2018-02-21T05:36:21Z","2018-02-21T05:42:16Z","VAN",5,"COL",2
2017020927,"2018-02-22T03:40:21Z","2018-02-22T04:20:15Z","CHI",4,"OTT",7
2017020930,"2018-02-23T02:35:59Z","2018-02-23T02:44:15Z","TOR",4,"NYI",4
2017020938,"2018-02-23T04:26:48Z","2018-02-23T04:31:28Z","EDM",3,"COL",1
2017020949,"2018-02-25T02:48:55Z","2018-02-25T02:57:11Z","MTL",1,"TBL",6
2017020960,"2018-02-26T03:30:03Z","2018-02-26T03:37:30Z","NYR",0,"DET",1
2017020961,"2018-02-26T03:39:13Z","2018-02-26T03:44:54Z","MIN",2,"SJS",1
2017020962,"2018-02-26T03:40:38Z","2018-02-26T03:50:27Z","ANA",2,"EDM",7
2017020965,"2018-02-27T03:08:20Z","2018-02-27T03:14:38Z","MTL",6,"PHI",5
2017020966,"2018-02-27T03:17:36Z","2018-02-27T03:23:33Z","TBL",4,"TOR",3
2017020968,"2018-02-27T06:10:57Z","2018-02-27T06:17:41Z","LAK",3,"VGK",3
2017020969,"2018-02-28T02:37:17Z","2018-02-28T02:39:04Z","BOS",1,"CAR",0
2017020972,"2018-02-28T03:10:21Z","2018-02-28T03:16:01Z","FLA",3,"TOR",3
2017020979,"2018-03-01T02:34:17Z","2018-03-01T02:37:40Z","TBL",0,"BUF",4
2017020982,"2018-03-01T05:38:14Z","2018-03-01T05:39:51Z","VAN",2,"NYR",1
2017020986,"2018-03-02T04:11:38Z","2018-03-02T04:21:38Z","DAL",2,"TBL",3
2017020997,"2018-03-03T05:41:37Z","2018-03-03T05:43:38Z","VAN",0,"NSH",1
2017021000,"2018-03-03T20:44:11Z","2018-03-03T20:53:05Z","TBL",4,"PHI",4
2017021003,"2018-03-04T00:46:41Z","2018-03-04T00:51:54Z","BOS",4,"MTL",0
2017021004,"2018-03-04T00:31:57Z","2018-03-04T00:39:01Z","PIT",3,"NYI",3
2017021009,"2018-03-04T22:40:01Z","2018-03-04T22:41:52Z","COL",1,"NSH",2
2017021016,"2018-03-06T02:39:14Z","2018-03-06T02:44:01Z","PIT",1,"CGY",2
2017021017,"2018-03-06T04:12:00Z","2018-03-06T04:15:38Z","DAL",0,"OTT",1
2017021018,"2018-03-06T04:33:57Z","2018-03-06T04:36:48Z","EDM",1,"ARI",0
2017021019,"2018-03-06T05:34:32Z","2018-03-06T05:38:00Z","VAN",2,"NYI",1
2017021020,"2018-03-07T02:51:59Z","2018-03-07T02:53:40Z","BOS",2,"DET",0
2017021024,"2018-03-07T03:12:54Z","2018-03-07T03:17:44Z","TBL",1,"FLA",1
2017021027,"2018-03-07T04:04:12Z","2018-03-07T04:04:30Z","CHI",1,"COL",0
2017021034,"2018-03-09T02:34:47Z","2018-03-09T02:37:03Z","CBJ",1,"COL",2
2017021035,"2018-03-09T03:03:40Z","2018-03-09T03:12:46Z","OTT",2,"BUF",3
2017021041,"2018-03-09T04:36:08Z","2018-03-09T04:44:06Z","EDM",6,"NYI",2
2017021049,"2018-03-10T20:33:18Z","2018-03-10T20:41:18Z","BUF",1,"VGK",3
2017021050,"2018-03-10T20:41:59Z","2018-03-10T20:48:34Z","TBL",3,"MTL",1
2017021056,"2018-03-11T01:42:33Z","2018-03-11T01:49:28Z","FLA",2,"NYR",5
2017021057,"2018-03-11T02:48:09Z","2018-03-11T02:56:23Z","NSH",5,"NJD",2
2017021065,"2018-03-13T01:44:12Z","2018-03-13T01:51:32Z","WSH",7,"WPG",0
2017021077,"2018-03-14T04:38:10Z","2018-03-14T04:51:57Z","ARI",3,"LAK",8
2017021078,"2018-03-15T01:47:39Z","2018-03-15T01:58:00Z","TOR",3,"DAL",7
2017021079,"2018-03-15T02:35:38Z","2018-03-15T02:40:19Z","NYR",3,"PIT",4
2017021093,"2018-03-17T02:07:39Z","2018-03-17T02:13:09Z","OTT",2,"DAL",2
2017021105,"2018-03-18T02:42:54Z","2018-03-18T02:44:24Z","STL",1,"NYR",1
2017021113,"2018-03-19T02:17:26Z","2018-03-19T02:23:02Z","CHI",0,"STL",4
2017021116,"2018-03-20T01:40:48Z","2018-03-20T01:45:46Z","BOS",1,"CBJ",3
2017021119,"2018-03-20T02:42:10Z","2018-03-20T02:47:39Z","MIN",0,"LAK",2
2017021128,"2018-03-21T02:33:58Z","2018-03-21T02:36:32Z","WPG",1,"LAK",0
2017021134,"2018-03-22T02:33:53Z","2018-03-22T02:35:20Z","STL",1,"BOS",0
2017021145,"2018-03-23T04:42:45Z","2018-03-23T04:43:36Z","SJS",1,"VGK",3
2017021147,"2018-03-24T01:46:57Z","2018-03-24T01:47:51Z","PIT",0,"NJD",1
2017021149,"2018-03-24T02:37:12Z","2018-03-24T02:42:34Z","WPG",1,"ANA",2
2017021151,"2018-03-24T21:31:01Z","2018-03-24T21:39:08Z","COL",2,"VGK",7
2017021163,"2018-03-25T18:57:17Z","2018-03-25T19:00:41Z","PIT",4,"PHI",0
2017021165,"2018-03-26T01:56:20Z","2018-03-26T02:02:17Z","WPG",3,"NSH",0
2017021166,"2018-03-26T02:12:34Z","2018-03-26T02:13:22Z","MIN",0,"BOS",1
2017021167,"2018-03-26T04:05:41Z","2018-03-26T04:07:27Z","EDM",0,"ANA",1
2017021174,"2018-03-27T03:03:55Z","2018-03-27T03:10:10Z","CHI",2,"SJS",5
2017021180,"2018-03-28T02:32:08Z","2018-03-28T02:37:17Z","STL",3,"SJS",0
2017021181,"2018-03-28T02:38:23Z","2018-03-28T02:50:34Z","NSH",1,"MIN",3
2017021182,"2018-03-28T02:49:26Z","2018-03-28T02:56:28Z","WPG",4,"BOS",3
2017021183,"2018-03-28T03:10:55Z","2018-03-28T03:13:33Z","DAL",2,"PHI",0
2017021187,"2018-03-29T02:44:12Z","2018-03-29T02:46:11Z","WSH",1,"NYR",0
2017021192,"2018-03-30T01:41:23Z","2018-03-30T01:42:54Z","NJD",0,"PIT",1
2017021193,"2018-03-30T02:05:19Z","2018-03-30T02:12:22Z","OTT",3,"FLA",2
2017021204,"2018-03-31T04:33:10Z","2018-03-31T04:39:57Z","ANA",4,"LAK",2
2017021205,"2018-03-31T05:02:27Z","2018-03-31T05:07:32Z","VGK",1,"STL",0
2017021208,"2018-03-31T22:38:45Z","2018-03-31T22:40:59Z","VAN",1,"CBJ",1
2017021218,"2018-04-01T18:57:57Z","2018-04-01T19:02:18Z","PHI",1,"BOS",0
2017021222,"2018-04-02T03:46:56Z","2018-04-02T03:48:55Z","ANA",2,"COL",1
2017021231,"2018-04-04T01:46:12Z","2018-04-04T01:49:28Z","CBJ",2,"DET",3
2017021232,"2018-04-04T02:15:17Z","2018-04-04T02:19:07Z","MTL",2,"WPG",3
2017021236,"2018-04-04T04:38:51Z","2018-04-04T04:51:22Z","VAN",3,"VGK",6
2017021245,"2018-04-06T01:44:14Z","2018-04-06T01:45:53Z","CBJ",1,"PIT",1
2017021250,"2018-04-06T04:32:19Z","2018-04-06T04:37:38Z","VAN",3,"ARI",1
2017021251,"2018-04-06T05:17:54Z","2018-04-06T05:19:13Z","LAK",2,"MIN",0
